排名,节点ID,X坐标,Y坐标,度数,介数中心性
11489,40797,420274.8933,3409676.2977,2,0.00019014
11490,6073,399076.7773,3374033.6719,3,0.00019012
11491,31820,414573.2602,3396143.6162,2,0.00019005
11492,32325,405525.4569,3396469.725,4,0.00019
11493,41488,422142.0459,3410580.2881,4,0.00018999
11494,41258,421583.545,3410369.3633,3,0.00018989
11495,32660,408707.5516,3396707.3423,3,0.00018985
11496,17887,402368.0779,3385991.7094,3,0.00018966
11497,16332,412051.6461,3384691.7443,4,0.00018965
11498,10198,409304.5365,3380306.6977,3,0.00018961
11499,10390,409489.9927,3380520.8124,3,0.00018948
11500,39225,411413.2111,3406311.9011,2,0.00018934
11501,16486,359016.2176,3384801.5124,4,0.00018928
11502,8406,409146.4474,3378395.4885,3,0.00018922
11503,39219,411666.7909,3406309.5627,2,0.00018921
11504,32464,409198.9448,3396563.2608,3,0.00018903
11505,1551,397120.674,3359105.6574,3,0.00018898
11506,4709,407378.6353,3371676.8679,3,0.00018895
11507,35024,429850.566,3399283.986,2,0.00018886
11508,30705,406232.1345,3395350.7974,4,0.00018883
11509,43314,403826.0818,3416123.7618,2,0.0001886
11510,21542,403889.5944,3389223.1984,4,0.00018858
11511,26994,405304.2648,3393018.2144,3,0.0001885
11512,6121,398891.74,3374108.4819,4,0.00018846
11513,38635,400835.9399,3404920.3657,3,0.0001884
11514,5237,403475.3696,3373087.8935,3,0.00018834
11515,30107,385448.5773,3395050.145,4,0.00018825
11516,17572,418205.6405,3385732.7935,4,0.00018802
11517,7658,354462.584,3377482.3791,3,0.00018802
11518,10073,402626.9009,3380145.0117,3,0.0001879
11519,46234,398469.7871,3427955.4883,3,0.00018787
11520,18445,408653.2922,3386510.1236,2,0.00018778
11521,47216,424747.9928,3378536.1607,3,0.00018775
11522,19561,423580.9863,3387525.475,2,0.00018774
11523,22289,410312.4391,3389783.4989,3,0.00018767
11524,27138,388412.6314,3393153.2658,3,0.00018766
11525,2740,390623.9407,3364830.6527,3,0.00018763
11526,42482,431754.9888,3412919.3814,2,0.00018761
11527,16043,368877.6052,3384551.9273,3,0.00018759
11528,42016,418373.4348,3411270.1075,3,0.00018748
11529,3613,388326.5771,3366941.2921,2,0.00018745
11530,13726,419785.9823,3383229.7364,2,0.00018707
11531,34701,406070.1355,3397838.5567,2,0.00018703
11532,45185,399613.8518,3422825.7213,4,0.000187
11533,1462,395836.9216,3359012.3547,3,0.00018692
11534,51476,401612.0552,3422078.8788,2,0.0001869
11535,13196,396541.3031,3382957.4763,4,0.0001867
11536,30951,412758.8207,3395471.7182,3,0.00018665
11537,31716,405626.1441,3396035.8693,3,0.00018664
11538,39158,416987.9079,3405980.0018,2,0.00018663
11539,17044,412948.0267,3385305.259,2,0.00018658
11540,42637,445134.5767,3413931.0831,3,0.00018658
11541,15208,368159.5467,3384093.973,3,0.00018651
11542,5769,410501.7328,3373493.7386,3,0.00018648
11543,11149,425772.7937,3381277.8246,3,0.00018642
11544,42378,405419.9186,3412338.3009,2,0.00018642
11545,15002,409116.5946,3383971.7152,4,0.00018642
11546,4276,410678.8454,3370643.3522,4,0.00018633
11547,28272,411037.2766,3393940.7292,3,0.00018621
11548,46343,399278.6764,3428578.2036,4,0.00018619
11549,12331,410430.344,3382345.8257,2,0.00018617
11550,40034,398887.727,3408250.3734,4,0.00018613
11551,18206,417100.7756,3386358.9765,4,0.0001861
11552,8285,425126.7834,3378273.9186,3,0.00018609
11553,33954,420356.2164,3397794.8476,3,0.00018608
11554,20422,412965.2444,3388410.0352,3,0.0001859
11555,48507,410342.1258,3388179.4451,3,0.00018586
11556,45730,400384.0987,3425575.9497,4,0.00018578
11557,24366,409553.7117,3391082.2179,4,0.00018573
11558,23758,371214.3491,3390669.4462,2,0.00018563
11559,50488,414185.773,3399299.1027,3,0.00018555
11560,40127,421250.5867,3408430.9171,3,0.00018548
11561,16975,409104.5565,3385279.4505,3,0.00018539
11562,29890,414859.6469,3394889.8599,4,0.00018526
11563,41829,430208.6463,3410935.6584,2,0.00018523
11564,43854,427633.4149,3417082.7733,3,0.00018516
11565,828,397263.6687,3357644.2769,3,0.00018509
11566,34354,420098.1976,3398291.3514,4,0.00018508
11567,20043,414210.6694,3388015.8616,3,0.00018488
11568,34442,411154.7282,3398389.1641,2,0.00018476
11569,5026,413067.2292,3372589.6808,3,0.00018468
11570,3397,352306.2164,3366275.6551,4,0.00018466
11571,15520,406251.2321,3384304.1484,3,0.00018459
11572,43197,385613.5505,3415938.6763,4,0.00018444
11573,35737,418117.9879,3400863.6998,3,0.00018431
11574,12559,396416.4058,3382471.3429,4,0.00018429
11575,45971,402997.8532,3427321.4178,3,0.00018427
11576,18322,410480.3442,3386344.5705,2,0.00018421
11577,26764,403725.1443,3392794.3162,4,0.00018411
11578,1827,407275.034,3359867.6946,4,0.00018411
11579,28934,417786.4165,3394256.8215,3,0.0001841
11580,8433,409259.7604,3378418.189,3,0.0001841
11581,34652,412840.9025,3398653.9408,3,0.00018398
11582,45281,415188.0853,3423200.1837,3,0.00018391
11583,37268,397363.0455,3403247.4985,3,0.00018387
11584,36728,414308.5985,3402557.9995,4,0.00018384
11585,49912,414306.9752,3396389.0708,2,0.00018383
11586,36941,420443.2046,3402885.7034,2,0.00018379
11587,49530,413830.3219,3395343.0885,2,0.00018364
11588,39244,411641.6811,3406323.4027,2,0.00018362
11589,8234,426747.4514,3378230.5166,3,0.00018356
11590,34149,408335.5349,3398029.8628,3,0.0001835
11591,24321,410281.0733,3391052.708,2,0.00018348
11592,27448,413548.2846,3393423.0799,4,0.00018339
11593,30520,414116.106,3395266.5989,3,0.00018336
11594,44417,428820.5111,3418417.2804,4,0.0001833
11595,29107,413529.6312,3394368.1506,3,0.00018319
11596,16930,418159.3801,3385223.0908,4,0.00018316
11597,19425,413407.301,3387341.8515,2,0.00018313
11598,18138,417475.2587,3386273.8351,4,0.00018311
11599,14912,411027.5193,3383923.9993,3,0.00018308
11600,5255,403367.2072,3373122.1185,3,0.00018305
11601,16068,401236.0453,3384582.1136,3,0.00018301
11602,18311,398991.1739,3386411.3611,3,0.000183
11603,25516,425724.1311,3391800.1375,3,0.00018287
