排名,节点ID,X坐标,Y坐标,度数,接近中心性
2337,1216,643544.8216,2734853.0511,3,0.02674658
2338,1601,647906.3394,2735988.8588,3,0.02674464
2339,9483,650386.4006,2762440.9243,2,0.02674423
2340,976,643389.905,2732941.186,3,0.02674354
2341,6318,666977.1513,2754118.2169,1,0.02673841
2342,6360,666163.7088,2754276.0471,1,0.02673841
2343,1471,646551.2107,2735610.2163,3,0.02673827
2344,2143,664168.2824,2738109.9592,4,0.02673509
2345,2633,654545.1772,2739418.5364,4,0.0267344
2346,1017,643621.2017,2733591.9375,3,0.02673301
2347,2286,666338.7482,2738386.2134,4,0.02673107
2348,9860,659603.2972,2763424.8502,2,0.02672665
2349,1251,643211.804,2734924.0896,2,0.02672139
2350,1902,642708.3846,2735838.742,2,0.02671323
2351,2899,653158.4061,2740623.6531,2,0.02671254
2352,4973,654131.62,2751511.9393,2,0.02671033
2353,8193,660483.8839,2757702.5829,3,0.02670922
2354,3619,659401.2661,2744602.5449,4,0.02670508
2355,14120,669054.8952,2754496.8705,4,0.02670411
2356,8199,660427.0624,2757735.7589,3,0.02670038
2357,8945,669154.0361,2760874.6482,2,0.02670011
2358,8008,668022.9941,2757323.2502,3,0.02669845
2359,5039,654076.7778,2751718.7457,2,0.02669624
2360,7459,660596.0308,2756259.9382,3,0.02668824
2361,2404,656130.8384,2738645.3713,4,0.02668534
2362,1587,649593.4313,2735945.7856,3,0.02667872
2363,914,644181.8302,2731861.8604,3,0.02667238
2364,7371,660348.596,2756139.4534,3,0.02666908
2365,2749,668184.0579,2740112.9816,4,0.02666357
2366,9547,639674.2231,2762646.205,2,0.02665847
2367,2183,660431.449,2738184.7353,2,0.02665462
2368,846,643742.5258,2731018.1638,4,0.02665448
2369,2154,660395.5524,2738150.9066,4,0.02665352
